genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,release_year,primary_genre
27,81185,en,the amityville haunting,2.118,2011-12-27,the amityville haunting,4.0,37,2011,horror
"28, 27, 878",56171,en,mega python vs. gatoroid,2.114,2011-01-29,mega python vs. gatoroid,3.3,25,2011,action
"27, 53, 9648",82655,en,the oregonian,2.111,2011-01-24,the oregonian,5.5,13,2011,horror
"27, 53",84942,en,the watermen,2.11,2011-12-25,the watermen,4.0,18,2011,horror
27,78509,en,rage of the yeti,2.11,2011-11-12,rage of the yeti,3.3,16,2011,horror
18,60678,fi,prinsessa,2.106,2011-06-08,prinsessa,6.3,13,2011,drama
18,54100,en,the off hours,2.104,2011-01-22,the off hours,5.2,8,2011,drama
"14, 28, 12",87018,en,the one warrior,2.103,2011-11-06,the one warrior,2.3,4,2011,fantasy
"10749, 10770, 35",217292,en,honeymoon for one,2.101,2011-06-14,honeymoon for one,6.1,10,2011,romance
"18, 37, 10770",87311,en,love's everlasting courage,2.101,2011-10-01,love's everlasting courage,4.7,8,2011,drama
"9648, 10770, 53, 80, 18",81539,en,"good morning, killer",2.099,2011-12-13,"good morning, killer",5.7,5,2011,mystery
35,72843,en,pete smalls is dead,2.099,2011-04-14,pete smalls is dead,4.6,10,2011,comedy
"27, 53",70669,no,mørke sjeler,2.098,2011-12-08,dark souls,4.6,10,2011,horror
"28, 53, 80",51497,en,fast five,2.097,2011-04-28,fast five,7.2,4294,2011,action
18,74549,en,the shunning,2.092,2011-04-16,the shunning,5.9,16,2011,drama
27,329841,en,and here no devil can hurt you,2.092,2011-01-30,and here no devil can hurt you,3.3,3,2011,horror
18,129611,en,a little closer,2.091,2011-01-25,a little closer,5.8,6,2011,drama
"35, 10749, 18",57207,ru,potseluy skvoz stenu,2.091,2011-11-11,kiss through the wall,4.0,7,2011,comedy
878,71285,en,super eruption,2.09,2011-07-16,super eruption,3.9,12,2011,science_fiction
"9648, 53",60740,hi,game,2.089,2011-04-01,game,5.1,20,2011,mystery
"10749, 10770",81330,en,desperately seeking santa,2.088,2011-11-27,desperately seeking santa,6.3,30,2011,romance
"28, 53",63297,en,200 mph,2.088,2011-04-26,200 mph,3.5,17,2011,action
99,82259,en,a matter of taste: serving up paul liebrandt,2.084,2011-06-13,a matter of taste: serving up paul liebrandt,4.7,5,2011,documentary
99,57448,fr,l'amour fou,2.078,2011-05-13,l'amour fou,7.3,13,2011,documentary
"28, 12, 36, 37",98549,en,the legend of hell's gate: an american conspiracy,2.078,2011-03-03,the legend of hell's gate: an american conspiracy,3.8,9,2011,action
"53, 18, 10749",114168,es,perras,2.073,2011-06-06,perras,4.4,22,2011,thriller
35,329243,en,comedy central roast of donald trump,2.069,2011-03-15,comedy central roast of donald trump,6.6,24,2011,comedy
35,60977,en,the pee-wee herman show on broadway,2.067,2011-03-19,the pee-wee herman show on broadway,7.1,10,2011,comedy
18,70876,en,seven days in utopia,2.067,2011-09-02,seven days in utopia,5.4,27,2011,drama
"18, 10751",55190,en,princess and the pony,2.067,2011-01-25,princess and the pony,4.8,8,2011,drama
"28, 27",68878,en,the zombie diaries 2,2.067,2011-10-11,the zombie diaries 2,4.1,25,2011,action
"35, 14",60189,ru,любовь-морковь 3,2.062,2011-11-11,lovey-dovey 3,4.3,10,2011,comedy
"35, 18, 80",61107,en,the con artist,2.061,2011-06-14,the con artist,4.8,10,2011,comedy
"28, 16",86841,en,black panther,2.058,2011-01-18,black panther,5.1,11,2011,action
35,85348,en,walk a mile in my pradas,2.05,2011-11-15,walk a mile in my pradas,4.9,8,2011,comedy
"35, 27",66794,en,bite marks,2.048,2011-06-17,bite marks,3.4,10,2011,comedy
35,66605,en,russell peters: the green card tour,2.04,2011-03-23,russell peters: the green card tour,6.6,16,2011,comedy
27,77551,en,the passing,2.038,2011-05-20,the passing,3.3,4,2011,horror
18,58884,en,sympathy for delicious,2.036,2011-04-29,sympathy for delicious,6.2,15,2011,drama
"53, 27",107315,en,below zero,2.027,2011-10-22,below zero,5.2,17,2011,thriller
35,58221,en,nick kroll: thank you very cool,2.023,2011-01-29,nick kroll: thank you very cool,4.3,5,2011,comedy
18,60981,ru,счастье мое,2.017,2010-09-30,my joy,6.9,24,2010,drama
"28, 53, 37",55093,it,doc west: la sfida,2.008,2011-01-18,doc west ii,6.4,8,2011,action
"35, 10749",69097,ru,"all inclusive, или всё включено",2.008,2011-11-11,all inclusive ili vsyo vklyucheno,5.2,9,2011,comedy
"35, 16, 10751",79557,da,orla frøsnapper,2.008,2011-06-01,freddy frogface,3.4,7,2011,comedy
"35, 18, 10749",96534,de,my last day without you,2.007,2011-06-11,my last day without you,5.8,5,2011,comedy
35,85860,en,the fp,2.007,2011-03-13,the fp,5.4,16,2011,comedy
"16, 10751",75421,en,quest for zhu,2.005,2011-09-27,quest for zhu,5.2,8,2011,animation
"18, 10752",46106,ja,キャタピラー,2.003,2011-05-06,caterpillar,7.4,8,2011,drama
"35, 10749",58887,en,when harry tries to marry,2.0,2011-04-22,when harry tries to marry,6.1,8,2011,comedy
"27, 53",231384,en,the family,2.0,2011-03-10,the family,3.4,5,2011,horror
"35, 18, 10749, 53",94042,en,showgirls 2: penny's from heaven,1.993,2011-11-08,showgirls 2: penny's from heaven,2.6,7,2011,comedy
35,84154,en,donald glover: weirdo,1.992,2011-11-19,donald glover: weirdo,6.9,36,2011,comedy
"878, 28",65347,de,cold fusion,1.99,2011-01-11,cold fusion,2.2,7,2011,science_fiction
"99, 10402",100825,en,chely wright: wish me away,1.979,2011-06-22,chely wright: wish me away,5.6,6,2011,documentary
10751,141418,en,the letter writer,1.973,2011-11-15,the letter writer,6.8,18,2011,family
"35, 10749",72766,en,newlyweds,1.973,2011-12-26,newlyweds,5.4,7,2011,comedy
"36, 18, 12",75654,en,17 miracles,1.972,2011-01-01,17 miracles,5.3,12,2011,history
99,156019,en,still screaming: the ultimate scary movie retrospective,1.968,2011-04-14,still screaming: the ultimate scary movie retrospective,7.7,6,2011,documentary
"28, 37, 53",69396,en,a cold day in hell,1.966,2011-01-05,a cold day in hell,3.6,7,2011,action
"27, 53, 9648, 18",45347,en,the bleeding house,1.964,2011-04-20,the bleeding house,5.0,23,2011,horror
99,59430,en,wwe: the true story of wrestlemania,1.96,2011-03-13,wwe: the true story of wrestlemania,8.0,6,2011,documentary
99,53338,en,polar bear: spy on the ice,1.96,2011-02-22,polar bear: spy on the ice,7.4,6,2011,documentary
18,97191,th,สวรรค์บ้านนา,1.96,2010-04-18,agrarian utopia,7.3,4,2010,drama
18,70768,de,schlafkrankheit,1.96,2011-10-08,sleeping sickness,6.8,6,2011,drama
"18, 10749",79554,en,jess + moss,1.96,2011-01-23,jess + moss,6.8,9,2011,drama
18,73474,en,the high cost of living,1.96,2011-05-13,the high cost of living,6.6,17,2011,drama
"10749, 18",54534,cn,前度,1.96,2011-05-20,ex,5.3,2,2011,romance
"10770, 18",95192,en,crash site,1.96,2011-08-26,crash site,3.8,4,2011,10770
"18, 80",63147,en,snow on tha bluff,1.949,2011-01-05,snow on tha bluff,6.2,23,2011,drama
"18, 10402",75282,en,scenes from the suburbs,1.948,2011-03-01,scenes from the suburbs,6.7,16,2011,drama
"99, 35",169721,en,trevor noah: you laugh but it's true,1.946,2011-10-22,trevor noah: you laugh but it's true,7.0,22,2011,documentary
"10751, 16",51450,fr,santa's apprentice,1.946,2011-01-03,santa's apprentice,5.9,19,2011,family
"35, 27, 878, 53",90232,en,humans vs zombies,1.945,2011-11-11,humans vs zombies,4.3,11,2011,comedy
35,62425,en,talking funny,1.943,2011-04-22,talking funny,7.3,30,2011,comedy
35,64004,th,suckseed ห่วยขั้นเทพ,1.942,2011-03-26,suck seed,7.0,11,2011,comedy
"80, 53",91926,en,crawl,1.937,2011-10-15,crawl,5.6,18,2011,crime
"878, 28",136972,en,biohazard: patient zero,1.932,2011-10-31,biohazard: patient zero,4.3,9,2011,science_fiction
"18, 28, 10752",108855,fr,red rose of normandy,1.931,2011-05-03,red rose of normandy,3.1,6,2011,drama
"35, 10749",68639,fr,une folle envie,1.925,2011-11-11,a burning desire,4.6,11,2011,comedy
"18, 53",106541,en,cargo,1.925,2011-10-21,cargo,4.4,7,2011,drama
99,75803,en,catching hell,1.924,2011-09-27,catching hell,6.6,13,2011,documentary
99,82479,en,a noble lie: oklahoma city 1995,1.922,2011-12-07,a noble lie: oklahoma city 1995,6.4,8,2011,documentary
"10749, 18, 35",62976,zh,我知女人心,1.917,2011-02-04,what women want,6.6,13,2011,romance
"99, 36",106493,en,history of the world in two hours,1.91,2011-10-06,the history of the world in 2 hours,5.8,20,2011,documentary
"99, 10402",58891,en,presspauseplay,1.908,2011-03-01,presspauseplay,7.5,11,2011,documentary
"37, 27, 16",123969,en,the backwater gospel,1.907,2011-09-23,the backwater gospel,7.6,18,2011,western
53,263963,en,ghost magnet,1.9,2011-04-10,ghost magnet,3.3,5,2011,thriller
"18, 27, 53",61613,en,the inheritance,1.897,2011-04-12,the inheritance,4.0,11,2011,drama
"35, 10749",63045,en,textuality,1.895,2011-04-22,textuality,4.8,6,2011,comedy
"35, 10749",169068,en,dorfman in love,1.894,2013-03-22,dorfman in love,5.8,20,2013,comedy
35,60233,en,norm macdonald: me doing standup,1.893,2011-03-01,norm macdonald: me doing standup,7.5,12,2011,comedy
"35, 28",70863,en,poolboy - drowning out the fury,1.889,2011-07-22,poolboy - drowning out the fury,5.3,16,2011,comedy
"18, 10749",89883,en,stuck between stations,1.888,2011-11-04,stuck between stations,6.2,13,2011,drama
"27, 53, 80, 9648",78332,en,coffin,1.884,2011-10-27,coffin,4.4,8,2011,horror
99,54358,en,resurrect dead: the mystery of the toynbee tiles,1.879,2011-08-01,resurrect dead: the mystery of the toynbee tiles,6.5,27,2011,documentary
53,326262,en,biology 101,1.878,2011-04-01,biology 101,3.9,9,2011,thriller
18,77957,en,angels crest,1.875,2011-12-30,angels crest,5.8,27,2011,drama
"10402, 27",145099,en,the dead inside,1.874,2011-07-20,the dead inside,5.0,4,2011,music
"18, 53, 10749",61539,es,rabia,1.869,2011-01-28,rage,5.9,10,2011,drama
99,63472,en,his way,1.869,2011-03-04,his way,5.0,3,2011,documentary
"35, 18",81434,en,my suicide,1.867,2011-09-23,archie's final project,6.5,15,2011,comedy
"28, 80",78323,ru,бабло,1.865,2011-11-11,bablo,6.2,10,2011,action
99,57487,en,tupac uncensored and uncut: the lost prison tapes,1.864,2011-01-25,tupac uncensored and uncut: the lost prison tapes,7.3,5,2011,documentary
27,116532,en,bloody mary,1.863,2011-12-01,bloody mary,2.8,4,2011,horror
"18, 99",79890,ru,khodorkovsky,1.858,2011-11-30,khodorkovsky,4.4,7,2011,drama
"28, 53, 878",60164,en,the speed of thought,1.856,2011-04-29,the speed of thought,4.6,21,2011,action
99,63143,en,blank city,1.849,2011-04-06,blank city,6.6,5,2011,documentary
"28, 12, 18, 10751",95524,en,the frontier boys,1.847,2011-02-18,the frontier boys,5.0,4,2011,action
99,68200,en,hot coffee,1.844,2011-06-27,hot coffee,7.4,26,2011,documentary
"35, 27, 878",74943,en,evil bong 3: the wrath of bong,1.843,2011-04-08,evil bong 3: the wrath of bong,4.1,9,2011,comedy
99,77171,en,more brains! a return to the living dead,1.833,2011-10-18,more brains! a return to the living dead,7.4,14,2011,documentary
"18, 9648",79580,ru,dom,1.823,2011-11-11,home,5.4,11,2011,drama
"53, 18",98627,en,and baby will fall,1.818,2011-01-23,and baby will fall,5.7,9,2011,thriller
"12, 14",63736,en,almighty thor,1.817,2011-05-07,almighty thor,2.5,25,2011,adventure
"18, 35, 10749",116272,en,what happens next,1.816,2011-08-27,what happens next,5.4,11,2011,drama
"53, 28, 27",44008,en,the victim,1.814,2011-06-06,the victim,4.4,22,2011,thriller
"27, 35",66925,en,stripperland,1.814,2011-02-22,stripperland,3.3,8,2011,horror
"35, 18",74877,en,son of morning,1.812,2011-01-01,son of morning,2.9,12,2011,comedy
27,94265,en,the summer of massacre,1.809,2011-05-07,the summer of massacre,2.8,5,2011,horror
"9648, 10770",71070,en,carnal innocence,1.808,2011-06-13,carnal innocence,5.0,13,2011,mystery
"10770, 10751",120055,en,trading christmas,1.804,2011-11-26,trading christmas,6.6,16,2011,10770
"27, 53",79906,en,occupant,1.8,2011-10-14,occupant,5.2,23,2011,horror
99,85312,en,making the boys,1.799,2011-03-11,making the boys,7.0,2,2011,documentary
99,81576,en,garbo: el espía,1.799,2011-11-18,garbo: the spy,6.7,7,2011,documentary
18,85657,en,the dynamiter,1.798,2011-10-21,the dynamiter,6.3,15,2011,drama
"10770, 14, 35, 18",148888,en,the case for christmas,1.797,2011-11-19,the case for christmas,5.7,9,2011,10770
"28, 35, 27",76164,en,bong of the dead,1.796,2011-02-04,bong of the dead,3.6,10,2011,action
"10770, 9648, 53",112016,en,deadly sibling rivalry,1.795,2011-08-15,deadly sibling rivalry,4.8,11,2011,10770
35,57573,en,craig ferguson: does this need to be said?,1.791,2011-02-19,craig ferguson: does this need to be said?,7.0,8,2011,comedy
"80, 18",97481,en,the confession,1.791,2011-07-01,the confession,6.8,18,2011,crime
27,226897,en,house call,1.791,2011-08-07,house call,4.5,3,2011,horror
"18, 35, 10749",83583,en,the chateau meroux,1.785,2011-08-09,the chateau meroux,4.8,22,2011,drama
99,39458,en,i got next,1.78,2011-06-13,i got next,5.8,6,2011,documentary
"35, 80, 18, 10749",71900,hi,ऑलवेज कभी कभी,1.775,2011-06-17,always kabhi kabhi,3.7,9,2011,comedy
"878, 16, 28",78807,xx,rosa,1.773,2011-05-29,rosa,5.3,11,2011,science_fiction
27,77586,en,the hagstone demon,1.772,2011-09-27,the hagstone demon,3.3,5,2011,horror
18,79475,en,the green,1.765,2011-11-22,the green,6.2,11,2011,drama
"10749, 35",185564,en,a crush on you,1.764,2011-06-11,a crush on you,6.0,8,2011,romance
"53, 18",78226,en,secrets from her past,1.758,2011-09-25,secrets from her past,2.5,2,2011,thriller
27,84924,en,deadtime stories 2,1.757,2011-09-20,deadtime stories 2,3.7,10,2011,horror
"12, 28",40248,nl,ballistica,1.754,2011-05-17,ballistica,3.7,5,2011,adventure
18,63367,en,in our name,1.753,2011-06-15,in our name,5.4,7,2011,drama
18,81626,en,the dish & the spoon,1.751,2011-03-12,the dish & the spoon,6.1,14,2011,drama
27,98197,en,renfield the undead,1.747,2011-10-25,renfield the undead,1.5,2,2011,horror
18,102640,en,union square,1.741,2011-07-07,union square,4.9,7,2011,drama
"18, 10749",79159,bg,tilt,1.734,2011-01-28,tilt,6.6,9,2011,drama
"35, 14, 10770",145186,en,12 wishes of christmas,1.733,2011-11-27,12 wishes of christmas,5.6,24,2011,comedy
"99, 28, 35, 18",71905,en,superheroes,1.727,2011-08-08,superheroes,6.5,22,2011,documentary
"12, 28, 14",230652,en,pirates of the caribbean: tales of the code: wedlocked,1.725,2011-10-18,pirates of the caribbean: tales of the code: wedlocked,5.3,10,2011,adventure
"35, 18",77299,ru,мой папа - барышников,1.723,2011-11-11,my dad baryshnikov,6.1,7,2011,comedy
"18, 35",101766,ko,맨발의 꿈,1.722,2011-01-13,a barefoot dream,7.4,7,2011,drama
"18, 53",55680,en,the craigslist killer,1.718,2011-01-03,the craigslist killer,4.7,28,2011,drama
"28, 37",67328,en,the gundown,1.717,2011-09-13,the gundown,4.4,8,2011,action
"18, 10752",82666,de,4 tage im mai,1.713,2011-10-10,4 days in may,5.9,8,2011,drama
"28, 18",95761,en,the duel,1.712,2011-12-27,the duel,6.0,6,2011,action
27,289097,en,cell 213,1.709,2011-06-10,cell 213,5.3,30,2011,horror
"99, 18",59266,en,the arbor,1.705,2011-04-27,the arbor,6.7,13,2011,documentary
18,51548,es,la mirada invisible,1.691,2011-03-04,the invisible eye,6.2,7,2011,drama
"35, 27, 53",82466,en,chop,1.687,2011-05-07,chop,6.1,18,2011,comedy
"18, 10770",88508,en,have a little faith,1.684,2011-11-27,have a little faith,4.5,5,2011,drama
99,81619,en,better this world,1.677,2011-04-23,better this world,6.9,8,2011,documentary
27,228550,en,raymond did it,1.675,2011-03-27,raymond did it,3.7,8,2011,horror
"10749, 35",62522,en,35 and ticking,1.666,2011-05-20,35 and ticking,5.2,16,2011,romance
99,65992,en,how to die in oregon,1.662,2011-01-23,how to die in oregon,8.3,16,2011,documentary
99,44878,en,sleep furiously,1.659,2011-07-29,sleep furiously,5.8,6,2011,documentary
"28, 80",80539,te,panjaa,1.648,2011-12-09,panjaa,6.1,7,2011,action
99,76127,en,vegucated,1.644,2011-01-09,vegucated,7.3,14,2011,documentary
99,83373,en,barbershop punk,1.632,2011-11-11,barbershop punk,6.3,3,2011,documentary
18,56440,es,amador,1.632,2011-03-09,amador,6.3,12,2011,drama
35,54353,en,denis leary and friends present: douchebags and donuts,1.631,2011-01-18,denis leary and friends present: douchebags and donuts,5.0,2,2011,comedy
"27, 28, 53",56537,en,river of darkness,1.629,2011-03-29,river of darkness,2.1,8,2011,horror
"14, 18, 878, 10751",80170,en,a russell peters christmas special,1.622,2011-12-01,a russell peters christmas special,4.0,5,2011,fantasy
53,118397,en,identical,1.62,2011-12-01,identical,4.3,4,2011,thriller
18,76226,fr,en terrains connus,1.619,2011-01-06,familiar ground,6.6,5,2011,drama
"27, 53",168633,en,the life zone,1.615,2011-06-10,the life zone,1.8,5,2011,horror
"28, 12",68384,zh,刺客帝國,1.609,2011-07-05,empire of assassins,5.5,5,2011,action
"18, 10749",180607,en,down the shore,1.608,2011-01-06,down the shore,5.2,13,2011,drama
10402,83092,en,beyoncé: live at roseland - elements of 4,1.605,2011-11-29,beyoncé: live at roseland - elements of 4,8.9,9,2011,music
"35, 878",92968,en,time freak,1.604,2011-02-10,time freak,6.9,9,2011,comedy
18,71394,en,dear lemon lima,1.603,2011-03-04,dear lemon lima,5.5,13,2011,drama
27,166752,en,the big bad,1.601,2011-08-11,the big bad,1.9,4,2011,horror
99,92850,en,nightmare factory,1.599,2011-10-30,nightmare factory,6.8,10,2011,documentary
35,77585,en,balls to the wall,1.599,2011-04-30,balls to the wall,5.4,10,2011,comedy
27,86328,en,terrifier,1.595,2011-08-09,terrifier,6.3,12,2011,horror
35,71950,en,lavell crawford: can a brother get some love?,1.593,2011-12-01,lavell crawford: can a brother get some love?,6.6,6,2011,comedy
18,81623,es,los colores de la montaña,1.589,2011-05-06,the colors of the mountain,7.7,21,2011,drama
"53, 80, 18",61533,en,final sale,1.586,2011-01-24,final sale,6.3,3,2011,thriller
99,66211,en,fire in babylon,1.584,2011-07-22,fire in babylon,6.5,4,2011,documentary
99,78192,en,michael jackson: the life of an icon,1.583,2011-06-06,michael jackson: the life of an icon,7.3,20,2011,documentary
"18, 10751",105962,en,a mile in his shoes,1.58,2011-09-05,a mile in his shoes,6.2,12,2011,drama
99,56761,en,reagan,1.58,2011-02-07,reagan,4.8,9,2011,documentary
18,60775,nl,adem,1.575,2011-01-07,oxygen,6.5,14,2011,drama
99,99279,en,i am fishead,1.575,2011-09-11,i am fishead,4.0,1,2011,documentary
27,133196,en,famine,1.574,2011-01-01,famine,3.1,7,2011,horror
18,243279,en,low fidelity,1.571,2011-01-01,low fidelity,4.6,12,2011,drama
18,93872,en,25 hill,1.569,2011-01-01,25 hill,6.4,10,2011,drama
18,44096,ar,احكي يا شهرزاد,1.56,2011-08-12,"scheherazade, tell me a story",5.6,5,2011,drama
"10749, 18, 35",76947,en,accidentally in love,1.556,2011-02-12,accidentally in love,6.8,6,2011,romance
27,318666,en,occupied,1.554,2011-01-01,occupied,6.2,3,2011,horror
"35, 27, 10749",117546,en,trippin',1.554,2011-01-01,trippin',3.5,3,2011,comedy
"18, 28, 53, 80",70576,en,decisions,1.551,2011-05-13,decisions,3.0,3,2011,drama
"18, 35, 16",86517,en,it's such a beautiful day,1.549,2011-11-17,it's such a beautiful day,8.1,34,2011,drama
"10749, 18, 35",77185,ru,dva dnya,1.548,2011-11-11,two days,6.3,7,2011,romance
"28, 12, 53",62219,ru,ключ саламандры,1.548,2011-11-11,the 5th execution,2.8,4,2011,action
"10770, 28, 53",108354,en,the hunt for the i-5 killer,1.547,2011-10-02,the hunt for the i-5 killer,5.8,13,2011,10770
